word,freq
no,64
mr,64
one,63
would,56
man,50
young,43
upon,37
ever,32
come,30
says,29
like,28
thou,28
could,27
us,24
god,24
time,24
good,23
stephen,23
word,22
leopold,22
mother,21
sir,21
o,20
words,20
might,19
woman,19
house,19
lord,19
thy,19
hand,19
life,19
may,18
long,18
see,18
first,18
old,18
never,17
dixon,17
heart,17
let,16
put,16
mulligan,16
nature,15
case,15
done,15
though,15
land,15
bloom,15
much,15
well,15
name,15
every,14
horne,14
made,14
without,14
two,14
got,14
must,14
little,13
shall,13
also,13
night,13
lay,13
hard,13
yet,13
say,13
costello,13
light,12
thing,12
full,12
right,12
look,12
go,12
lady,12
world,12
