TBD,punctuation,TBD1,avgWordLen,numLetters,numwords,dialogue
0.0,1.0,0.0,3.857142857142857,27.0,7.0,0.0
0.0,2.0,0.0,3.272727272727273,36.0,11.0,0.0
0.0,1.0,0.0,5.5,22.0,4.0,0.0
0.0,2.0,0.0,5.75,23.0,4.0,0.0
0.0,2.0,0.0,4.777777777777778,129.0,27.0,0.0
0.0,1.0,0.0,5.2,26.0,5.0,0.0
0.0,2.0,0.0,4.6,46.0,10.0,0.0
0.0,3.0,0.0,4.166666666666667,25.0,6.0,0.0
0.0,1.0,0.0,4.545454545454546,50.0,11.0,0.0
0.0,3.0,0.0,5.384615384615385,70.0,13.0,0.0
0.0,3.0,0.0,4.2,42.0,10.0,0.0
0.0,4.0,0.0,3.727272727272727,41.0,11.0,0.0
0.0,1.0,0.0,4.125,99.0,24.0,0.0
0.0,1.0,0.0,5.0,20.0,4.0,0.0
0.0,1.0,0.0,4.333333333333333,13.0,3.0,0.0
0.0,1.0,0.0,3.5714285714285716,25.0,7.0,0.0
0.0,1.0,0.0,4.285714285714286,30.0,7.0,0.0
0.0,4.0,0.0,4.72,118.0,25.0,0.0
0.0,1.0,0.0,3.769230769230769,49.0,13.0,0.0
0.0,2.0,0.0,2.9,29.0,10.0,0.0
0.0,4.0,0.0,3.0,18.0,6.0,0.0
0.0,1.0,0.0,3.25,13.0,4.0,0.0
0.0,4.0,0.0,4.142857142857143,58.0,14.0,0.0
0.0,2.0,0.0,4.111111111111111,37.0,9.0,0.0
0.0,3.0,0.0,4.0,32.0,8.0,0.0
0.0,4.0,0.0,4.705882352941177,80.0,17.0,1.0
0.0,1.0,0.0,3.25,13.0,4.0,1.0
0.0,2.0,0.0,5.666666666666667,17.0,3.0,1.0
0.0,2.0,0.0,2.75,11.0,4.0,1.0
0.0,1.0,0.0,3.6666666666666665,22.0,6.0,0.0
0.0,2.0,0.0,4.875,78.0,16.0,0.0
0.0,3.0,0.0,4.384615384615385,57.0,13.0,0.0
0.0,1.0,0.0,5.0,25.0,5.0,0.0
0.0,1.0,0.0,6.5,13.0,2.0,0.0
0.0,1.0,0.0,4.6,46.0,10.0,0.0
0.0,2.0,0.0,2.8,14.0,5.0,0.0
0.0,1.0,0.0,4.75,19.0,4.0,0.0
0.0,1.0,0.0,4.0,24.0,6.0,0.0
0.0,3.0,0.0,3.5454545454545454,39.0,11.0,0.0
0.0,1.0,0.0,5.4,27.0,5.0,0.0
0.0,1.0,0.0,5.0,40.0,8.0,0.0
0.0,3.0,0.0,3.3076923076923075,43.0,13.0,0.0
0.0,1.0,0.0,3.5833333333333335,43.0,12.0,0.0
0.0,1.0,0.0,4.0,20.0,5.0,0.0
0.0,1.0,0.0,3.0,21.0,7.0,0.0
0.0,1.0,0.0,2.5,5.0,2.0,0.0
0.0,1.0,0.0,7.0,7.0,1.0,0.0
0.0,2.0,0.0,4.857142857142857,34.0,7.0,0.0
0.0,2.0,0.0,6.0,12.0,2.0,0.0
0.0,1.0,0.0,5.5,11.0,2.0,0.0
0.0,1.0,0.0,4.75,19.0,4.0,0.0
0.0,1.0,0.0,2.3333333333333335,7.0,3.0,0.0
0.0,1.0,0.0,8.166666666666666,49.0,6.0,0.0
0.0,1.0,0.0,3.6666666666666665,11.0,3.0,0.0
0.0,1.0,0.0,3.0,3.0,1.0,0.0
0.0,1.0,0.0,9.0,9.0,1.0,0.0
0.0,1.0,0.0,8.0,8.0,1.0,0.0
0.0,1.0,0.0,11.0,11.0,1.0,0.0
0.0,1.0,0.0,5.333333333333333,16.0,3.0,0.0
0.0,1.0,0.0,4.0,4.0,1.0,0.0
0.0,1.0,0.0,5.5,11.0,2.0,0.0
0.0,5.0,0.0,4.75,76.0,16.0,0.0
0.0,1.0,0.0,6.333333333333333,19.0,3.0,0.0
0.0,4.0,0.0,4.833333333333333,58.0,12.0,0.0
0.0,4.0,0.0,4.818181818181818,106.0,22.0,0.0
0.0,2.0,0.0,5.3,53.0,10.0,0.0
0.0,1.0,0.0,4.0,36.0,9.0,0.0
0.0,2.0,0.0,3.5,49.0,14.0,0.0
0.0,2.0,0.0,9.0,18.0,2.0,0.0
0.0,2.0,0.0,3.3,33.0,10.0,0.0
0.0,1.0,0.0,4.285714285714286,30.0,7.0,0.0
0.0,1.0,0.0,3.5,14.0,4.0,0.0
0.0,1.0,0.0,4.0,16.0,4.0,0.0
0.0,1.0,0.0,4.0,12.0,3.0,0.0
0.0,1.0,0.0,4.0,8.0,2.0,0.0
0.0,1.0,0.0,6.0,18.0,3.0,0.0
0.0,1.0,0.0,4.0,16.0,4.0,0.0
0.0,1.0,0.0,5.166666666666667,31.0,6.0,0.0
0.0,2.0,0.0,3.6666666666666665,22.0,6.0,0.0
0.0,1.0,0.0,4.222222222222222,38.0,9.0,0.0
0.0,2.0,0.0,6.071428571428571,85.0,14.0,0.0
0.0,2.0,0.0,4.714285714285714,33.0,7.0,0.0
0.0,2.0,0.0,3.9047619047619047,82.0,21.0,0.0
0.0,1.0,0.0,6.0,30.0,5.0,0.0
0.0,1.0,0.0,7.5,15.0,2.0,0.0
0.0,1.0,0.0,3.25,13.0,4.0,0.0
0.0,3.0,0.0,5.857142857142857,41.0,7.0,0.0
0.0,6.0,0.0,4.7368421052631575,90.0,19.0,0.0
0.0,1.0,0.0,4.25,17.0,4.0,0.0
0.0,9.0,0.0,4.909090909090909,216.0,44.0,0.0
0.0,3.0,0.0,4.333333333333333,78.0,18.0,0.0
0.0,2.0,0.0,4.666666666666667,42.0,9.0,0.0
0.0,2.0,0.0,4.666666666666667,84.0,18.0,0.0
0.0,3.0,0.0,3.2,16.0,5.0,1.0
0.0,3.0,0.0,4.7272727272727275,52.0,11.0,0.0
0.0,2.0,0.0,3.75,15.0,4.0,1.0
0.0,1.0,0.0,6.0,30.0,5.0,0.0
0.0,2.0,0.0,4.0,12.0,3.0,0.0
0.0,1.0,0.0,5.25,21.0,4.0,0.0
0.0,2.0,0.0,3.933333333333333,59.0,15.0,0.0
0.0,1.0,0.0,4.375,35.0,8.0,0.0
0.0,2.0,0.0,3.25,13.0,4.0,0.0
0.0,1.0,0.0,4.0,24.0,6.0,0.0
0.0,1.0,0.0,4.615384615384615,60.0,13.0,0.0
0.0,2.0,0.0,4.75,38.0,8.0,0.0
0.0,1.0,0.0,8.0,16.0,2.0,0.0
0.0,1.0,0.0,6.0,18.0,3.0,0.0
0.0,2.0,0.0,5.375,43.0,8.0,0.0
0.0,1.0,0.0,4.909090909090909,54.0,11.0,0.0
0.0,3.0,0.0,4.545454545454546,50.0,11.0,0.0
0.0,1.0,0.0,5.0,20.0,4.0,0.0
0.0,1.0,0.0,6.0,12.0,2.0,0.0
0.0,4.0,0.0,3.3,33.0,10.0,0.0
0.0,2.0,0.0,8.5,17.0,2.0,1.0
0.0,1.0,0.0,4.461538461538462,58.0,13.0,0.0
0.0,2.0,0.0,4.470588235294118,76.0,17.0,0.0
0.0,4.0,0.0,4.071428571428571,57.0,14.0,0.0
0.0,2.0,0.0,4.0,12.0,3.0,1.0
0.0,1.0,0.0,5.5,11.0,2.0,0.0
0.0,1.0,0.0,4.222222222222222,38.0,9.0,0.0
0.0,1.0,0.0,4.428571428571429,31.0,7.0,0.0
0.0,3.0,0.0,4.4,22.0,5.0,0.0
0.0,3.0,0.0,4.666666666666667,28.0,6.0,1.0
0.0,2.0,0.0,5.0,15.0,3.0,1.0
0.0,1.0,0.0,3.0,6.0,2.0,0.0
0.0,1.0,0.0,4.0,4.0,1.0,0.0
0.0,1.0,0.0,5.0,10.0,2.0,0.0
0.0,2.0,0.0,5.375,43.0,8.0,0.0
0.0,3.0,0.0,7.25,29.0,4.0,0.0
0.0,1.0,0.0,5.6923076923076925,74.0,13.0,0.0
0.0,2.0,0.0,6.0,36.0,6.0,0.0
0.0,1.0,0.0,6.428571428571429,45.0,7.0,0.0
0.0,3.0,0.0,4.2105263157894735,80.0,19.0,0.0
0.0,2.0,0.0,7.333333333333333,44.0,6.0,0.0
0.0,1.0,0.0,3.5555555555555554,32.0,9.0,0.0
0.0,1.0,0.0,3.6923076923076925,48.0,13.0,0.0
0.0,1.0,0.0,4.5,45.0,10.0,0.0
0.0,3.0,0.0,5.6,28.0,5.0,0.0
0.0,1.0,0.0,6.0,12.0,2.0,0.0
0.0,1.0,0.0,3.8,19.0,5.0,0.0
0.0,2.0,0.0,4.222222222222222,38.0,9.0,0.0
0.0,1.0,0.0,12.0,24.0,2.0,0.0
0.0,3.0,0.0,5.6,28.0,5.0,0.0
0.0,2.0,0.0,3.8333333333333335,23.0,6.0,0.0
0.0,1.0,0.0,3.4285714285714284,24.0,7.0,0.0
0.0,1.0,0.0,5.0,20.0,4.0,0.0
0.0,1.0,0.0,3.6666666666666665,22.0,6.0,0.0
0.0,1.0,0.0,4.857142857142857,34.0,7.0,0.0
0.0,1.0,0.0,5.0,10.0,2.0,0.0
0.0,2.0,0.0,4.2,42.0,10.0,0.0
0.0,1.0,0.0,4.833333333333333,29.0,6.0,0.0
0.0,1.0,0.0,5.0,25.0,5.0,0.0
0.0,2.0,0.0,5.0,25.0,5.0,0.0
0.0,4.0,0.0,3.8947368421052633,74.0,19.0,0.0
0.0,4.0,0.0,4.833333333333333,29.0,6.0,0.0
0.0,2.0,0.0,4.333333333333333,26.0,6.0,0.0
0.0,2.0,0.0,4.5,36.0,8.0,0.0
0.0,3.0,0.0,6.142857142857143,43.0,7.0,0.0
0.0,2.0,0.0,3.4285714285714284,24.0,7.0,0.0
0.0,5.0,0.0,5.777777777777778,52.0,9.0,0.0
0.0,3.0,0.0,4.636363636363637,102.0,22.0,0.0
0.0,2.0,0.0,5.4,27.0,5.0,0.0
0.0,1.0,0.0,2.6666666666666665,8.0,3.0,0.0
0.0,2.0,0.0,3.0,9.0,3.0,0.0
0.0,1.0,0.0,3.3,33.0,10.0,0.0
0.0,2.0,0.0,4.25,34.0,8.0,0.0
0.0,2.0,0.0,3.2857142857142856,23.0,7.0,0.0
0.0,1.0,0.0,6.0,12.0,2.0,0.0
0.0,1.0,0.0,4.0,16.0,4.0,0.0
0.0,1.0,0.0,3.0,21.0,7.0,0.0
0.0,2.0,0.0,4.0,36.0,9.0,0.0
0.0,1.0,0.0,4.0,4.0,1.0,0.0
0.0,1.0,0.0,3.0,3.0,1.0,0.0
0.0,2.0,0.0,3.25,13.0,4.0,0.0
0.0,2.0,0.0,4.0,20.0,5.0,0.0
0.0,5.0,0.0,4.153846153846154,54.0,13.0,0.0
0.0,3.0,0.0,4.909090909090909,54.0,11.0,0.0
0.0,5.0,0.0,4.857142857142857,68.0,14.0,0.0
0.0,1.0,0.0,4.0,12.0,3.0,0.0
0.0,2.0,0.0,2.9,29.0,10.0,0.0
0.0,1.0,0.0,3.0,6.0,2.0,0.0
0.0,2.0,0.0,3.857142857142857,27.0,7.0,0.0
0.0,3.0,0.0,4.142857142857143,58.0,14.0,0.0
0.0,1.0,0.0,5.0,15.0,3.0,0.0
0.0,5.0,0.0,5.666666666666667,85.0,15.0,0.0
0.0,1.0,0.0,3.25,13.0,4.0,0.0
0.0,1.0,0.0,3.3333333333333335,20.0,6.0,0.0
0.0,4.0,0.0,3.5,42.0,12.0,0.0
0.0,1.0,0.0,10.0,10.0,1.0,0.0
0.0,1.0,0.0,4.8,24.0,5.0,0.0
0.0,2.0,0.0,5.153846153846154,67.0,13.0,0.0
0.0,3.0,0.0,4.3125,69.0,16.0,0.0
0.0,2.0,0.0,2.8,14.0,5.0,0.0
0.0,2.0,0.0,2.6,13.0,5.0,0.0
0.0,1.0,0.0,5.25,21.0,4.0,0.0
0.0,1.0,0.0,3.142857142857143,22.0,7.0,0.0
0.0,2.0,0.0,5.0,35.0,7.0,0.0
0.0,1.0,0.0,3.5,14.0,4.0,0.0
0.0,1.0,0.0,5.75,23.0,4.0,0.0
0.0,1.0,0.0,5.5,22.0,4.0,0.0
0.0,1.0,0.0,3.0,9.0,3.0,0.0
0.0,1.0,0.0,6.5,26.0,4.0,0.0
0.0,5.0,0.0,6.777777777777778,61.0,9.0,0.0
0.0,1.0,0.0,3.6,18.0,5.0,0.0
0.0,3.0,0.0,4.0,52.0,13.0,0.0
0.0,1.0,0.0,4.666666666666667,28.0,6.0,0.0
0.0,2.0,0.0,3.0,6.0,2.0,0.0
0.0,4.0,0.0,5.6875,91.0,16.0,0.0
0.0,3.0,0.0,3.2142857142857144,45.0,14.0,0.0
0.0,1.0,0.0,3.888888888888889,35.0,9.0,0.0
0.0,1.0,0.0,4.8,24.0,5.0,0.0
0.0,1.0,0.0,4.666666666666667,14.0,3.0,0.0
0.0,1.0,0.0,4.833333333333333,29.0,6.0,0.0
0.0,1.0,0.0,4.0,8.0,2.0,0.0
0.0,1.0,0.0,4.5,9.0,2.0,0.0
0.0,1.0,0.0,6.0,6.0,1.0,1.0
0.0,1.0,0.0,5.411764705882353,92.0,17.0,0.0
0.0,1.0,0.0,4.0,20.0,5.0,1.0
0.0,1.0,0.0,3.5,14.0,4.0,0.0
0.0,1.0,0.0,9.0,9.0,1.0,0.0
0.0,1.0,0.0,5.0,5.0,1.0,0.0
0.0,3.0,0.0,3.5714285714285716,50.0,14.0,1.0
0.0,1.0,0.0,3.2,16.0,5.0,0.0
0.0,1.0,0.0,3.9375,63.0,16.0,0.0
0.0,1.0,0.0,3.3333333333333335,20.0,6.0,1.0
0.0,1.0,0.0,4.173913043478261,96.0,23.0,0.0
0.0,1.0,0.0,3.5,7.0,2.0,1.0
0.0,2.0,0.0,4.666666666666667,14.0,3.0,0.0
0.0,2.0,0.0,4.111111111111111,37.0,9.0,0.0
0.0,2.0,0.0,3.8333333333333335,23.0,6.0,1.0
0.0,1.0,0.0,4.055555555555555,73.0,18.0,0.0
0.0,2.0,0.0,3.7142857142857144,26.0,7.0,1.0
0.0,2.0,0.0,3.0,9.0,3.0,0.0
0.0,2.0,0.0,4.166666666666667,25.0,6.0,1.0
0.0,4.0,0.0,4.0,104.0,26.0,0.0
0.0,2.0,0.0,4.3,43.0,10.0,1.0
0.0,1.0,0.0,5.0,5.0,1.0,1.0
0.0,1.0,0.0,5.0,15.0,3.0,1.0
0.0,2.0,0.0,3.6666666666666665,44.0,12.0,0.0
0.0,2.0,0.0,3.84,96.0,25.0,0.0
0.0,2.0,0.0,3.814814814814815,103.0,27.0,0.0
0.0,1.0,0.0,4.909090909090909,54.0,11.0,0.0
0.0,2.0,0.0,3.3333333333333335,30.0,9.0,0.0
0.0,2.0,0.0,3.0,18.0,6.0,0.0
0.0,1.0,0.0,6.0,6.0,1.0,0.0
0.0,1.0,0.0,4.0,4.0,1.0,0.0
0.0,1.0,0.0,4.647058823529412,79.0,17.0,0.0
0.0,1.0,0.0,6.0,6.0,1.0,0.0
0.0,1.0,0.0,5.2727272727272725,58.0,11.0,0.0
0.0,2.0,0.0,4.083333333333333,49.0,12.0,0.0
0.0,7.0,0.0,4.866666666666666,73.0,15.0,0.0
0.0,1.0,0.0,3.5,14.0,4.0,0.0
0.0,3.0,0.0,5.222222222222222,47.0,9.0,0.0
0.0,2.0,0.0,4.6,23.0,5.0,0.0
0.0,1.0,0.0,3.6,18.0,5.0,0.0
0.0,3.0,0.0,3.3333333333333335,10.0,3.0,0.0
0.0,1.0,0.0,4.375,35.0,8.0,0.0
0.0,1.0,0.0,4.636363636363637,51.0,11.0,0.0
0.0,2.0,0.0,5.0,15.0,3.0,0.0
0.0,3.0,0.0,3.7142857142857144,26.0,7.0,0.0
0.0,1.0,0.0,4.75,38.0,8.0,0.0
0.0,2.0,0.0,4.0,64.0,16.0,0.0
0.0,1.0,0.0,5.75,23.0,4.0,0.0
0.0,1.0,0.0,5.0,15.0,3.0,0.0
0.0,1.0,0.0,3.857142857142857,27.0,7.0,0.0
0.0,1.0,0.0,4.5,45.0,10.0,0.0
0.0,1.0,0.0,3.75,30.0,8.0,0.0
0.0,1.0,0.0,4.5,36.0,8.0,0.0
0.0,3.0,0.0,3.7,37.0,10.0,0.0
0.0,1.0,0.0,4.0,12.0,3.0,0.0
0.0,1.0,0.0,4.4,22.0,5.0,0.0
0.0,1.0,0.0,4.2,21.0,5.0,0.0
0.0,2.0,0.0,3.9444444444444446,71.0,18.0,0.0
0.0,1.0,0.0,3.125,25.0,8.0,0.0
0.0,1.0,0.0,4.666666666666667,14.0,3.0,0.0
0.0,5.0,0.0,4.5,36.0,8.0,0.0
0.0,1.0,0.0,3.0,3.0,1.0,0.0
0.0,2.0,0.0,4.545454545454546,50.0,11.0,0.0
0.0,1.0,0.0,3.6666666666666665,77.0,21.0,0.0
0.0,1.0,0.0,3.4,17.0,5.0,1.0
0.0,1.0,0.0,3.5,7.0,2.0,0.0
0.0,2.0,0.0,4.466666666666667,67.0,15.0,0.0
0.0,3.0,0.0,4.409090909090909,97.0,22.0,0.0
0.0,2.0,0.0,4.105263157894737,78.0,19.0,0.0
0.0,1.0,0.0,4.636363636363637,51.0,11.0,0.0
0.0,1.0,0.0,4.2727272727272725,47.0,11.0,0.0
0.0,1.0,0.0,4.0,20.0,5.0,1.0
0.0,1.0,0.0,3.5,7.0,2.0,0.0
0.0,1.0,0.0,4.0,8.0,2.0,0.0
0.0,1.0,0.0,6.0,6.0,1.0,0.0
0.0,3.0,0.0,3.75,15.0,4.0,1.0
0.0,2.0,0.0,4.6,23.0,5.0,0.0
0.0,1.0,0.0,4.5,18.0,4.0,1.0
0.0,4.0,0.0,3.3333333333333335,50.0,15.0,1.0
0.0,3.0,0.0,5.0,25.0,5.0,0.0
0.0,1.0,0.0,5.0,40.0,8.0,0.0
0.0,1.0,0.0,6.333333333333333,19.0,3.0,0.0
0.0,1.0,0.0,4.125,33.0,8.0,1.0
0.0,3.0,0.0,4.133333333333334,62.0,15.0,1.0
0.0,3.0,0.0,4.6,23.0,5.0,1.0
0.0,2.0,0.0,2.8333333333333335,17.0,6.0,0.0
0.0,1.0,0.0,3.9444444444444446,71.0,18.0,0.0
0.0,1.0,0.0,2.0,2.0,1.0,0.0
0.0,4.0,0.0,4.833333333333333,58.0,12.0,0.0
0.0,2.0,0.0,3.6666666666666665,11.0,3.0,1.0
0.0,1.0,0.0,6.5,13.0,2.0,0.0
0.0,1.0,0.0,6.0,12.0,2.0,0.0
0.0,2.0,0.0,3.7142857142857144,26.0,7.0,1.0
0.0,1.0,0.0,3.6,18.0,5.0,0.0
0.0,1.0,0.0,4.0,16.0,4.0,0.0
0.0,2.0,0.0,5.142857142857143,36.0,7.0,0.0
0.0,1.0,0.0,2.75,11.0,4.0,0.0
0.0,1.0,0.0,4.0,16.0,4.0,0.0
0.0,1.0,0.0,4.666666666666667,28.0,6.0,0.0
0.0,3.0,0.0,5.636363636363637,62.0,11.0,0.0
0.0,2.0,0.0,4.0,16.0,4.0,1.0
0.0,1.0,0.0,2.1666666666666665,13.0,6.0,0.0
0.0,2.0,0.0,2.888888888888889,26.0,9.0,0.0
0.0,3.0,0.0,4.4411764705882355,151.0,34.0,0.0
0.0,1.0,0.0,3.6666666666666665,11.0,3.0,1.0
0.0,1.0,0.0,3.5,7.0,2.0,0.0
0.0,2.0,0.0,4.0,12.0,3.0,1.0
0.0,1.0,0.0,4.0,16.0,4.0,0.0
0.0,1.0,0.0,5.222222222222222,47.0,9.0,0.0
0.0,1.0,0.0,15.0,15.0,1.0,1.0
0.0,1.0,0.0,4.0,4.0,1.0,1.0
0.0,3.0,0.0,2.375,19.0,8.0,0.0
0.0,3.0,0.0,7.25,29.0,4.0,1.0
0.0,3.0,0.0,3.3333333333333335,20.0,6.0,0.0
0.0,1.0,0.0,5.5,33.0,6.0,0.0
0.0,2.0,0.0,3.5,7.0,2.0,1.0
0.0,1.0,0.0,3.5,7.0,2.0,0.0
0.0,1.0,0.0,3.6,18.0,5.0,0.0
0.0,2.0,0.0,4.875,39.0,8.0,0.0
0.0,1.0,0.0,4.0,16.0,4.0,0.0
0.0,1.0,0.0,4.833333333333333,29.0,6.0,0.0
0.0,2.0,0.0,4.0,12.0,3.0,0.0
0.0,1.0,0.0,4.5,27.0,6.0,0.0
0.0,2.0,0.0,3.5,21.0,6.0,0.0
0.0,1.0,0.0,5.0,5.0,1.0,0.0
0.0,1.0,0.0,12.0,12.0,1.0,0.0
0.0,1.0,0.0,7.25,29.0,4.0,0.0
0.0,1.0,0.0,3.5,35.0,10.0,0.0
0.0,1.0,0.0,5.0,15.0,3.0,0.0
0.0,1.0,0.0,4.461538461538462,58.0,13.0,0.0
0.0,1.0,0.0,4.5,18.0,4.0,0.0
0.0,1.0,0.0,6.0,12.0,2.0,0.0
0.0,2.0,0.0,4.25,17.0,4.0,0.0
0.0,1.0,0.0,3.3333333333333335,20.0,6.0,0.0
0.0,1.0,0.0,4.5,9.0,2.0,0.0
0.0,2.0,0.0,3.6666666666666665,33.0,9.0,0.0
0.0,1.0,0.0,4.666666666666667,14.0,3.0,0.0
0.0,1.0,0.0,5.5,33.0,6.0,0.0
0.0,1.0,0.0,4.0,20.0,5.0,0.0
0.0,1.0,0.0,4.0,8.0,2.0,0.0
0.0,2.0,0.0,3.0,24.0,8.0,0.0
0.0,2.0,0.0,3.7142857142857144,26.0,7.0,1.0
0.0,1.0,0.0,3.5,7.0,2.0,0.0
0.0,2.0,0.0,3.6666666666666665,11.0,3.0,1.0
0.0,2.0,0.0,3.8333333333333335,23.0,6.0,0.0
0.0,1.0,0.0,3.5454545454545454,39.0,11.0,0.0
0.0,1.0,0.0,4.0,12.0,3.0,1.0
0.0,1.0,0.0,4.0,16.0,4.0,0.0
0.0,1.0,0.0,4.0,4.0,1.0,1.0
0.0,2.0,0.0,3.2857142857142856,23.0,7.0,0.0
0.0,1.0,0.0,3.25,13.0,4.0,0.0
0.0,2.0,0.0,4.363636363636363,48.0,11.0,0.0
0.0,3.0,0.0,4.5625,73.0,16.0,0.0
0.0,3.0,0.0,5.0,25.0,5.0,0.0
0.0,4.0,0.0,4.2105263157894735,80.0,19.0,1.0
0.0,1.0,0.0,5.75,23.0,4.0,0.0
0.0,1.0,0.0,4.125,66.0,16.0,0.0
0.0,1.0,0.0,4.0,24.0,6.0,0.0
0.0,1.0,0.0,4.714285714285714,33.0,7.0,0.0
0.0,1.0,0.0,5.444444444444445,49.0,9.0,0.0
0.0,2.0,0.0,5.428571428571429,38.0,7.0,0.0
0.0,1.0,0.0,4.4,22.0,5.0,0.0
0.0,1.0,0.0,4.5,9.0,2.0,0.0
0.0,1.0,0.0,3.375,27.0,8.0,0.0
0.0,2.0,0.0,5.0,70.0,14.0,0.0
0.0,1.0,0.0,3.5,21.0,6.0,0.0
0.0,2.0,0.0,4.25,34.0,8.0,0.0
0.0,1.0,0.0,3.375,27.0,8.0,0.0
0.0,1.0,0.0,3.5555555555555554,32.0,9.0,0.0
0.0,3.0,0.0,4.666666666666667,56.0,12.0,0.0
0.0,1.0,0.0,4.0,20.0,5.0,0.0
0.0,3.0,0.0,5.1,51.0,10.0,1.0
0.0,2.0,0.0,4.0,64.0,16.0,0.0
0.0,2.0,0.0,5.0,30.0,6.0,0.0
0.0,1.0,0.0,3.75,30.0,8.0,0.0
0.0,2.0,0.0,5.7,57.0,10.0,0.0
0.0,3.0,0.0,3.25,26.0,8.0,1.0
0.0,1.0,0.0,4.0,28.0,7.0,0.0
0.0,1.0,0.0,5.0,10.0,2.0,1.0
0.0,1.0,0.0,5.0,15.0,3.0,0.0
0.0,5.0,0.0,4.757575757575758,157.0,33.0,0.0
0.0,1.0,0.0,3.357142857142857,47.0,14.0,0.0
0.0,1.0,0.0,3.85,77.0,20.0,0.0
0.0,1.0,0.0,4.0,16.0,4.0,0.0
0.0,1.0,0.0,3.526315789473684,67.0,19.0,0.0
0.0,1.0,0.0,2.75,11.0,4.0,0.0
0.0,2.0,0.0,3.4545454545454546,38.0,11.0,0.0
0.0,1.0,0.0,3.5,42.0,12.0,0.0
0.0,2.0,0.0,4.866666666666666,73.0,15.0,0.0
0.0,1.0,0.0,2.75,11.0,4.0,0.0
0.0,1.0,0.0,3.5,14.0,4.0,0.0
0.0,2.0,0.0,3.388888888888889,61.0,18.0,0.0
0.0,1.0,0.0,4.2,42.0,10.0,0.0
0.0,3.0,0.0,3.9642857142857144,111.0,28.0,0.0
0.0,1.0,0.0,5.0,55.0,11.0,0.0
0.0,1.0,0.0,4.25,17.0,4.0,0.0
0.0,1.0,0.0,3.4545454545454546,38.0,11.0,0.0
0.0,2.0,0.0,3.5454545454545454,39.0,11.0,0.0
0.0,1.0,0.0,4.333333333333333,13.0,3.0,0.0
0.0,1.0,0.0,4.1,41.0,10.0,0.0
0.0,1.0,0.0,4.0,48.0,12.0,0.0
0.0,1.0,0.0,4.4,22.0,5.0,0.0
0.0,1.0,0.0,3.272727272727273,36.0,11.0,0.0
0.0,1.0,0.0,3.6470588235294117,62.0,17.0,0.0
0.0,1.0,0.0,3.6153846153846154,47.0,13.0,0.0
0.0,1.0,0.0,4.142857142857143,29.0,7.0,0.0
0.0,1.0,0.0,3.8333333333333335,46.0,12.0,0.0
0.0,5.0,0.0,4.2631578947368425,162.0,38.0,0.0
0.0,1.0,0.0,4.5,36.0,8.0,0.0
0.0,1.0,0.0,4.105263157894737,78.0,19.0,0.0
0.0,1.0,0.0,4.0,4.0,1.0,0.0
0.0,1.0,0.0,6.0,18.0,3.0,0.0
0.0,2.0,0.0,4.833333333333333,29.0,6.0,0.0
0.0,1.0,0.0,4.666666666666667,28.0,6.0,0.0
0.0,1.0,0.0,10.0,10.0,1.0,0.0
0.0,2.0,0.0,4.8125,77.0,16.0,0.0
0.0,1.0,0.0,4.333333333333333,13.0,3.0,0.0
0.0,1.0,0.0,4.0,40.0,10.0,0.0
0.0,2.0,0.0,4.0,44.0,11.0,0.0
0.0,3.0,0.0,3.2,16.0,5.0,0.0
0.0,1.0,0.0,3.25,13.0,4.0,0.0
0.0,1.0,0.0,3.3333333333333335,30.0,9.0,0.0
0.0,1.0,0.0,5.375,43.0,8.0,0.0
0.0,1.0,0.0,5.333333333333333,16.0,3.0,0.0
0.0,1.0,0.0,5.0,5.0,1.0,0.0
0.0,1.0,0.0,7.5,15.0,2.0,0.0
0.0,1.0,0.0,3.8,19.0,5.0,0.0
0.0,1.0,0.0,3.7,37.0,10.0,0.0
0.0,2.0,0.0,3.4444444444444446,31.0,9.0,0.0
0.0,1.0,0.0,8.0,8.0,1.0,0.0
0.0,1.0,0.0,3.9375,63.0,16.0,0.0
0.0,1.0,0.0,3.4,17.0,5.0,0.0
0.0,1.0,0.0,3.5,7.0,2.0,0.0
0.0,2.0,0.0,4.0,20.0,5.0,0.0
0.0,1.0,0.0,4.666666666666667,14.0,3.0,0.0
0.0,1.0,0.0,6.0,12.0,2.0,0.0
0.0,1.0,0.0,3.5833333333333335,43.0,12.0,0.0
0.0,2.0,0.0,4.142857142857143,29.0,7.0,0.0
0.0,3.0,0.0,3.625,29.0,8.0,0.0
0.0,1.0,0.0,2.6666666666666665,8.0,3.0,0.0
0.0,2.0,0.0,5.0,20.0,4.0,0.0
0.0,1.0,0.0,3.75,15.0,4.0,0.0
0.0,1.0,0.0,3.2857142857142856,23.0,7.0,0.0
0.0,1.0,0.0,3.4,17.0,5.0,0.0
0.0,1.0,0.0,4.571428571428571,32.0,7.0,0.0
0.0,1.0,0.0,7.0,7.0,1.0,0.0
0.0,1.0,0.0,5.5,11.0,2.0,0.0
0.0,2.0,0.0,4.0,8.0,2.0,0.0
0.0,1.0,0.0,5.222222222222222,47.0,9.0,0.0
0.0,1.0,0.0,3.857142857142857,54.0,14.0,0.0
0.0,1.0,0.0,4.333333333333333,13.0,3.0,0.0
0.0,1.0,0.0,3.8,19.0,5.0,0.0
0.0,2.0,0.0,3.3,33.0,10.0,0.0
0.0,1.0,0.0,5.0,25.0,5.0,0.0
