TBD,punctuation,TBD1,avgWordLen,numLetters,numwords,dialogue
0.0,1.0,0.0,3.909090909090909,86.0,22.0,0.0
0.0,1.0,0.0,4.846153846153846,63.0,13.0,0.0
0.0,1.0,0.0,5.571428571428571,39.0,7.0,0.0
0.0,3.0,0.0,4.5,36.0,8.0,1.0
0.0,2.0,0.0,4.117647058823529,70.0,17.0,0.0
0.0,1.0,0.0,3.0,9.0,3.0,0.0
0.0,1.0,0.0,3.0,18.0,6.0,0.0
0.0,1.0,0.0,3.5,21.0,6.0,0.0
0.0,1.0,0.0,4.166666666666667,25.0,6.0,0.0
0.0,1.0,0.0,2.75,11.0,4.0,0.0
0.0,3.0,0.0,3.8333333333333335,46.0,12.0,1.0
0.0,1.0,0.0,3.4,17.0,5.0,0.0
0.0,1.0,0.0,6.0,48.0,8.0,0.0
0.0,1.0,0.0,4.8,24.0,5.0,0.0
0.0,1.0,0.0,3.6,18.0,5.0,0.0
0.0,3.0,0.0,4.833333333333333,58.0,12.0,0.0
